gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,artfs,at,bkvlps,che,cogs,cshfd,csho,dlc,dltt,dt,dvc,ebit,ebitda,emp,epsfx,fincf,invt,ivncf,lct,lt,ni,oancf,pstk,revt,sale,seq,wcap,xint,xopr,costat,prcc_f,naics
109084,20141231,2014,INDL,C,D,STD,USD,,380.115,12.3511,1.43,209.118,21.168,21.527,14.741,20.486,35.227,0,46.624,68.524,0.657,0.85,-7.33,97.513,-90.221,59.4,114.233,18.461,64.922,0,308.635,308.635,265.882,82.971,1.951,240.111,A,10.57,311225
109179,20141231,2014,INDL,C,D,STD,USD,,2861.99,5.0861,1051.36,28.664,473.7,468.1,6.075,4.05,10.125,134.127,499.43,554.888,3.294,0.84,-239.59,4.206,-276.977,405.495,481.204,397.862,532.144,0,1238.763,1238.763,2380.786,951.193,0.467,683.875,A,46.3,533110
109183,20141231,2014,INDL,C,D,STD,USD,,2054.154,17.6063,240.194,12.69,13.62,13.349,0,20,,2.698,49.634,50.118,0.163,1.78,246.383,8.811,-295.647,,1819.128,24.592,42.843,0,83.948,83.948,235.026,,,33.83,A,27.89,522110
109183,20141231,2014,FS,C,D,STD,USD,,2054.154,,,,,,0,20,,2.698,,,0.163,,,,,,1819.128,,,0,83.948,,235.026,,9.34,,A,27.89,522110
109186,20140930,2014,INDL,C,D,STD,USD,,34.623,2.6536,4.344,8.789,4.174,4.264,3.266,1.626,4.892,0,-2.164,-0.678,0.183,-0.67,0.861,1.721,0.3,16.04,23.308,-2.816,-0.087,0,35.83,35.83,11.315,0.018,0.231,36.508,A,9.46,511210
109258,20150331,2014,INDL,C,D,STD,USD,,94.984,19.6294,37.003,71.201,3.044,3.044,6.78,0,0,0,-9.269,-5.604,1.11,-2.11,-6.346,6.419,-1.83,35.672,35.672,-6.421,-0.085,0,78.021,78.021,59.752,32.107,0.243,83.625,A,3.8,334413
109599,20141231,2014,INDL,C,D,STD,USD,,1617.103,6.1634,122.403,1.815,26.526,26.504,0,0,,5.758,33.643,34.878,0.242,0.42,65.022,1.868,-74.608,,1432.745,13.427,19.384,19.519,67.002,67.002,184.358,,,32.124,A,8.83,522110
109599,20141231,2014,FS,C,D,STD,USD,,1617.103,,,,,,0,0,,5.758,,,0.242,,,,,,1432.745,,,19.519,67.002,,184.358,,2.153,,A,8.83,522110
109621,20141231,2014,INDL,C,D,STD,USD,,3538.325,10.0087,109.316,14.802,37.869,37.911,138.935,213.736,,10.836,60.868,64.786,0.566,0.82,181.522,1.618,-220.556,,3158.887,31.129,45.629,0,140.225,140.225,379.438,,,75.439,A,11.7,522110
109621,20141231,2014,FS,C,D,STD,USD,,3538.325,,,,,,138.935,213.736,,10.836,,,0.566,,,,,,3158.887,,,0,140.225,,379.438,,8.937,,A,11.7,522110
109659,20141231,2014,INDL,C,D,STD,USD,,1082.878,20.5314,21.373,9.351,4.655,4.703,21,67.672,,1.855,16.973,18.272,0.172,1.35,52.657,6.117,-66.436,,966.319,6.49,10.633,20,45.845,45.845,116.559,,,27.573,A,20.07,522110
109659,20141231,2014,FS,C,D,STD,USD,,1082.878,,,,,,21,67.672,,1.855,,,0.172,,,,,,966.319,,,20,45.845,,116.559,,6.698,,A,20.07,522110
109682,20141231,2014,INDL,C,D,STD,CAD,,2.63,0.0207,0.015,8.57,82.521,82.538,0,0,0,0,-8.953,-8.953,,-0.1,0.179,0,-0.126,0.924,0.924,-8.241,-0.11,0,0,0,1.706,-0.901,0,8.953,A,0.01,212
109683,20141231,2014,INDL,C,D,STD,USD,,38551,10.6544,420.033,217.876,350.237,351.387,5473.974,731.62,,113,639.615,724.615,5.572,-2.13,1610,60.366,-2137,,34457.173,-715.217,484,338.002,1517.647,1517.647,4093.827,,,793.032,A,8.43,522120
109683,20141231,2014,FS,C,D,STD,USD,,38551,,,,,,5473.974,731.62,,113,,,5.572,,,,,,34457.173,,,338.002,1517.647,,4093.827,,121.876,,A,8.43,522120
109699,20141231,2014,INDL,C,D,STD,USD,,4072.508,11.9755,85.194,26.932,29.152,32.599,127.934,133.814,,5.738,69.131,77.629,0.823,1.01,-16.598,79.811,-47.077,,3682.12,29.39,40.479,0,182.396,182.396,390.388,,,104.767,A,17.21,522110
109699,20141231,2014,FS,C,D,STD,USD,,4072.508,,,,,,127.934,133.814,,5.738,,,0.823,,,,,,3682.12,,,0,182.396,,390.388,,19.926,,A,17.21,522110
109826,20141231,2014,INDL,C,D,STD,USD,,318.17,2.4563,124.438,212.578,75.841,74.104,0,0,0,0,127.124,133.501,2.77,1.08,-89.071,0,-12.667,122.815,136.147,82,94.162,0,492.104,492.104,182.023,107.046,0,358.603,A,40.72,541512
109919,20141231,2014,INDL,C,D,STD,USD,,315.012,23.1995,48.199,206.813,9.897,9.228,0,0.981,0.981,0,24.041,30.484,0.451,1.38,-25.879,0,-5.862,88.394,100.308,13.638,30.15,0,306.371,306.371,214.085,76.773,0.594,275.887,A,30.32,541110
109921,20150331,2014,INDL,C,D,STD,USD,,,,,,,72.598,,,,,,,,,,,,,,,,,,,,,,,A,3.65,525990
109926,20141231,2014,INDL,C,D,STD,USD,,3699.949,20.0572,135.701,639.158,104.546,112.825,210,811.09,1021.09,149.657,181.713,,0.035,1.88,-104.492,0,-78.001,,1251.563,212.845,283.236,0.072,1111.59,1111.59,2441.709,,57.028,929.877,A,40.47,531110
109926,20141231,2014,FS,C,D,STD,USD,30.338,3699.949,,,,,,,1021.09,,149.657,,,0.035,,,35.613,,,1251.563,,,0.072,1205.195,,2441.709,,57.028,,A,40.47,531110
109981,20141231,2014,INDL,C,D,STD,USD,,825.364,22.2266,12.288,6.263,3.248,2.944,23.523,49.139,,0.942,12.334,13.561,0.205,1.75,-34.283,5.095,24.645,,737.929,5.811,12.201,22,34.793,34.793,87.435,,,21.232,A,17.5,522110
109981,20141231,2014,FS,C,D,STD,USD,,825.364,,,,,,23.523,49.139,,0.942,,,0.205,,,,,,737.929,,,22,34.793,,87.435,,5.813,,A,17.5,522110
110039,20141231,2014,INDL,C,D,STD,USD,,3635.405,4.7173,452.627,2032.723,236.731,236.627,5,1525.824,1530.824,0,300.649,765.355,21.9,0.55,-79.995,223.379,-694.478,700.59,2504.469,130.386,613.909,0,3129.44,3129.44,1116.235,497.358,104.825,2364.085,A,7.1,334413
110065,20141231,2014,INDL,C,D,STD,USD,,2384.812,60.7558,185.5,1332.016,11.562,11.483,0.481,276.201,276.682,16.562,96.938,129.693,2.2,4.95,-26.609,0,-129.081,,1687.153,57.201,106.02,0,1461.709,1461.709,697.659,,13.801,1332.016,A,77.26,524126
110065,20141231,2014,FS,C,D,STD,USD,488.188,2384.812,,,,,,0.481,276.201,,16.562,,,2.2,,,,,,1687.153,,,0,1463.92,,697.659,,13.801,,A,77.26,524126
110164,20141231,2014,INDL,C,D,STD,USD,,476.833,6.6655,33.572,2.981,7.091,7.097,21.802,72.31,,0,7.062,7.904,0.089,0.53,25.289,3.686,-24.804,,429.528,3.737,4.627,0,20.327,20.327,47.305,,,12.423,A,7.05,522110
110164,20141231,2014,FS,C,D,STD,USD,,476.833,,,,,,21.802,72.31,,0,,,0.089,,,,,,429.528,,,0,20.327,,47.305,,3.581,,A,7.05,522110
110166,20141231,2014,INDL,C,D,STD,CAD,,289.67,4.1388,26.857,4.975,56.76,56.76,0,0,0,0,-1.939,11.384,0.088,-0.04,0,0,-27.156,7.445,37.445,-2.488,12.362,0,22.422,22.422,234.916,36.237,0,11.038,A,1.75,211111
110179,20141231,2014,INDL,C,D,STD,USD,,21226.171,29.0822,127.119,2039.101,296.677,298.471,745.847,10142.245,10888.092,875.614,914.76,,0.479,1.59,758.057,0,-2055.04,,12299.758,475.767,1254.845,0,3075.607,3075.607,8680.184,,376.842,2160.847,A,71.7,531110
110179,20141231,2014,FS,C,D,STD,USD,0,21226.171,,,,,,745.847,10142.245,,875.614,,,0.479,,,0,,,12299.758,,,0,3093.577,,8680.184,,376.842,,A,71.7,531110
110243,20141231,2014,INDL,C,D,STD,USD,,922.953,25.9269,35.189,8.629,3.695,3.625,38.642,21,,0.727,17.015,17.862,,2.24,39.151,5.008,-40.718,,828.968,8.26,13.861,0,41.605,41.605,93.985,,,23.743,A,21,522110
110243,20141231,2014,FS,C,D,STD,USD,,922.953,,,,,,38.642,21,,0.727,,,,,,,,,828.968,,,0,41.605,,93.985,,6.008,,A,21,522110
110246,20150430,2014,INDL,C,D,STD,USD,,,,,,,13.01,,,,,,,,,,,,,,,,,,,,,,,A,13.32,525990
110250,20141231,2014,INDL,C,D,STD,USD,,1443.568,13.987,12.51,17.491,9.712,8.302,135.542,101.97,,0,28.901,30.237,0.222,1.17,39.459,38.056,-64.333,,1311.924,11.356,25.602,9.183,68.022,68.022,131.644,,,37.785,A,11.9,522110
110250,20141231,2014,FS,C,D,STD,USD,,1443.568,,,,,,135.542,101.97,,0,,,0.222,,,,,,1311.924,,,9.183,68.022,,131.644,,15.241,,A,11.9,522110
110359,20141231,2014,INDL,C,D,STD,USD,,1481.438,35.4189,74.175,7.02,3.644,4.022,56.822,59.326,,4.898,29.309,31.462,0.348,3.72,51.044,10.056,-62.942,,1336.928,13.545,19.831,0,61.355,61.355,142.455,,,29.893,A,43,522110
110359,20141231,2014,FS,C,D,STD,USD,,1481.438,,,,,,56.822,59.326,,4.898,,,0.348,,,,,,1336.928,,,0,61.355,,142.455,,6.269,,A,43,522110
110382,20141231,2014,INDL,C,D,STD,USD,,3262.225,11.936,27.719,212.688,119.725,124.281,133.984,1199.057,1333.041,106.659,114.132,,0.155,0.37,-168.671,0,26.462,,1571.616,48.897,144.095,0,367.994,367.994,1483.42,,71.396,253.862,A,25.36,531120
110382,20141231,2014,FS,C,D,STD,USD,36.271,3262.225,,,,,,133.984,1199.057,,106.659,,,0.155,,,161.872,,,1571.616,,,0,386.992,,1483.42,,71.396,,A,25.36,531120
110519,20141231,2014,INDL,C,D,STD,USD,,0.015,-0.0073,0,0,29.51,88.842,0.29,0,0,0,-0.116,-0.116,,-0.29,-0.003,0,0,0.665,0.665,-8.611,0.002,0,0,0,-0.65,-0.65,0,0.116,A,0.025,999990
110529,20141231,2014,INDL,C,D,STD,USD,,44.232,2.9192,9.781,7.648,11.926,11.665,0.005,0.007,0.012,4.883,8.676,9.017,0.194,0.47,-3.201,4.995,-0.564,9.575,10.18,5.608,-0.4,0,29.68,29.68,34.052,15.794,0.017,20.663,A,9.37,541511
110566,20141231,2014,INDL,C,D,STD,USD,,999.9,21.2374,46.3,640.9,24.878,24.292,0.9,140.7,141.6,13.4,111.6,140,1.3,3.38,-24.3,184.9,-119,222.9,484,84.1,106.3,0,960.9,960.9,515.9,191.3,3.8,820.9,A,42.7,325180
110588,20141231,2014,INDL,C,D,STD,USD,,1.497,-0.0025,0.118,0.067,64.029,93.5,1.268,0.051,0.085,0,-1.337,-1.335,0.003,-0.03,1.292,0.042,-0.533,1.683,1.734,-2.012,-0.749,0,0.047,0.047,-0.237,-0.81,0.785,1.382,A,0.0553,424490
110620,20141231,2014,INDL,C,D,STD,USD,,1528.85,15.8086,216,903.167,63.131,60.107,0,0,0,0,211.146,263.688,10.6,2.73,-116.404,1.7,-112.316,538.359,578.644,172.468,169.948,0,1503.316,1503.316,950.206,281.148,0.785,1239.628,A,50.99,541711
110685,20141231,2014,INDL,C,D,STD,USD,,13836,64.419,442,10462,87.8,82.041,0,3940,3940,209,1085,1300,45,7.56,-876,1190,-229,2525,8476,664,1125,0,12124,12124,5285,2212,178,10824,A,126.21,334220
110687,20140831,2014,INDL,C,D,STD,CAD,,0.427,0.0072,0.416,0.014,21.686,21.811,0,0,0,0,-0.521,-0.521,,-0.02,0.277,0,0.114,0.271,0.271,-0.412,-0.594,0,0,0,0.156,0.154,0.002,0.521,A,0.05,212221
110728,20141231,2014,INDL,C,D,STD,USD,,115.906,1.3099,23.752,99.776,14.901,15.361,0,27.154,27.154,0,-11.384,-8.993,1.129,-0.63,19.215,5.918,-25.365,33.578,95.784,-16.073,-16.378,0,119.935,119.935,20.122,11.288,0.602,128.928,A,1.79,541613
110732,20141231,2014,INDL,C,D,STD,USD,,5250.031,17.9714,14.353,1134.98,124.787,123.985,3.649,1975.916,1979.565,58.906,455.507,716.859,6.777,1.86,-181.05,0,-363.408,360.311,3016.29,232.525,545.22,0,2079.166,2079.166,2228.185,5.833,64.674,1362.307,A,43.99,562111
110760,20141231,2014,INDL,C,D,STD,USD,,161.517,4.0187,41.154,60.693,32.452,32.837,0,0,0,0,-1.347,4.292,1.095,-0.05,-0.032,38.574,0.142,14.771,16.829,-1.388,3.824,3.532,83.499,83.499,138.263,88.422,,79.207,A,2.8,334413
110802,20141231,2014,INDL,C,D,STD,USD,,57.844,10.37,4.329,42.662,3.803,3.803,0.058,4.133,4.191,0,-1.296,0.884,0.379,-0.28,4.375,0.947,-9.898,10.551,14.922,-1.08,0.054,0,51.472,51.472,39.437,4.002,0.058,50.588,A,2.62,562112
110804,20141231,2014,INDL,C,D,STD,USD,,611.366,-4.339,0.207,108.367,25.428,25.428,0,721.913,721.913,0,98.738,181.603,1.064,0.06,33.644,2.005,-127.713,,817.467,1.599,94.086,0,371.96,371.96,-110.331,,43.542,190.357,A,11.27,532412
110807,20150430,2014,INDL,C,D,STD,USD,,,,,,,86.167,,,,,,,,,,,,,,,,,,,,,,,A,8.15,525990
110979,20141231,2014,INDL,C,D,STD,USD,,1573.692,29.4996,17.44,3.648,3.957,3.941,69,0,,6.602,33.061,34.878,,3.78,24.948,0.284,-111.716,,1457.434,14.944,16.101,0,74.835,74.835,116.258,,,39.957,A,46.5,522110
110979,20141231,2014,FS,C,D,STD,USD,,1573.692,,,,,,69,0,,6.602,,,,,,,,,1457.434,,,0,74.835,,116.258,,2.098,,A,46.5,522110
110999,20141231,2014,INDL,C,D,STD,CAD,,60.295,0.4439,5.372,25.906,38.326,38.326,25.351,0,6.16,0,-4.945,0.28,,-0.3,-5.599,2.302,2.015,40.559,43.283,-11.513,4.635,0,27.912,27.912,17.012,-32.051,5.204,27.632,A,0.025,212
111000,20141231,2014,INDL,C,D,STD,USD,,152.786,3.0735,14.608,158.736,29.881,29.214,0,18.263,18.263,3.508,16.735,21.304,0.904,0.33,-14.535,0,-5.098,38.81,62.998,9.711,16.012,0,236.737,236.737,89.788,18.246,0.626,215.433,A,8.79,541611
111003,20140831,2014,INDL,C,D,STD,CAD,,395.063,3.079,1.039,7.424,58.566,58.571,42.634,152.223,173.003,6.15,19.456,19.85,0.01,0.26,21.385,0,-33.695,50.511,205.424,15.46,9.36,0,30.198,30.198,180.338,-46.747,8.84,10.348,A,2.5,5311
111064,20141231,2014,INDL,C,D,STD,USD,,1190.298,9.533,116.16,185.515,29.343,28.506,4.222,3.759,7.981,0,54.343,73.606,2.354,1.52,483.931,0,-535.195,911.22,918.549,44.737,80.588,0,505.936,505.936,271.749,99.998,,432.33,A,146.815,511210
111103,20140930,2014,INDL,C,D,STD,USD,,402.681,9.8833,27.839,455.591,24.655,24.212,124.424,0,0,0,15.387,22.668,1.228,0.46,6.12,244.151,-12.846,162.826,163.386,11.272,10.809,0,624.692,624.692,239.295,126.126,4.024,602.024,A,16.85,441222
111179,20141231,2014,INDL,C,D,STD,USD,,1169.731,15.3932,42.809,5.044,5.234,5.234,25.97,84.486,,1.027,21.585,23.343,0.358,1.46,17.912,15.14,-17.096,,1089.163,7.654,13.554,0,53.247,53.247,80.568,,,29.904,A,14.2501,522110
111179,20141231,2014,FS,C,D,STD,USD,,1169.731,,,,,,25.97,84.486,,1.027,,,0.358,,,,,,1089.163,,,0,53.247,,80.568,,5.044,,A,14.2501,522110
111282,20141231,2014,INDL,C,D,STD,USD,,190.887,22.492,68.612,263.831,5.95,5.862,0,0,0,5.862,31.254,36.93,0.593,3.84,-10.281,33.118,-9.866,49.844,59.039,22.821,33.868,0,309.009,309.009,131.848,79.554,0.011,272.079,A,35,336611
111459,20141231,2014,INDL,C,D,STD,USD,,322.826,1.1215,26.336,-1.797,27.228,27.77,0,0,,0,6.661,7.14,0.086,0.11,6.54,1.174,-60.057,,291.682,3.05,1.828,0,12.663,12.663,31.144,,,5.523,A,1.01,522110
111459,20141231,2014,FS,C,D,STD,USD,,322.826,,,,,,0,0,,0,,,0.086,,,,,,291.682,,,0,12.663,,31.144,,0.703,,A,1.01,522110
111486,20140930,2014,INDL,C,D,STD,USD,,2593.044,16.5424,65.163,1605.693,123.179,122.324,0,157,157,53.18,372.668,468.286,43,2.92,93.655,779.407,-389.541,374.671,569.511,359.552,264.1,0,2359.994,2359.994,2023.533,872.733,5.683,1891.708,A,54.72,315280
111491,20150430,2014,INDL,C,D,STD,USD,,312.952,66.377,8.92,375.26,1,1,25.644,156.549,182.193,0,-0.621,18.612,1.16,-33.53,11.116,96.935,-15.568,88.786,246.575,-33.532,5.383,0,621.868,621.868,66.377,100.595,19.599,603.256,A,100,45411
111527,20141231,2014,INDL,C,D,STD,USD,,340.318,20.4478,31.129,1.764,2.238,2.233,6.695,0,,1.655,7.19,7.708,,1.63,-0.1,5.644,6.508,,294.658,3.653,4.194,0,15.94,15.94,45.66,,,8.232,A,22,522110
111527,20141231,2014,FS,C,D,STD,USD,,340.318,,,,,,6.695,0,,1.655,,,,,,,,,294.658,,,0,15.94,,45.66,,1.614,,A,22,522110
111534,20141231,2014,INDL,C,D,STD,USD,,558.797,28.6889,346.127,109.915,11.356,11.31,0,0.157,0.157,0,19.836,45.131,2.47,0.44,-1.47,0,-82.11,197.3,234.326,5.035,14.6,0,579.83,579.83,324.471,265.065,,534.699,A,162.4,511210
111535,20141231,2014,INDL,C,D,STD,USD,,6.706,0.0964,0.531,9.442,33.328,33.108,0.923,0.957,1.329,0,1.126,1.753,0.057,0,-0.772,0.299,0.001,2.559,3.516,0.134,1.156,0,18.288,18.288,3.19,0.846,0.086,16.535,A,0.082,488119
111537,20141231,2014,INDL,C,D,STD,USD,,624.063,11.5375,53.996,2.5,4.458,4.458,7.176,7.942,,4.637,15.6,16.747,0.186,1.73,30.969,11.04,-22.148,,572.629,7.694,2.204,0,33.761,33.761,51.434,,,17.014,A,23.75,522110
111537,20141231,2014,FS,C,D,STD,USD,,624.063,,,,,,7.176,7.942,,4.637,,,0.186,,,,,,572.629,,,0,33.761,,51.434,,2.155,,A,23.75,522110
111629,20141231,2014,INDL,C,D,STD,USD,,7.514,0.3583,3.039,3.582,11.164,12.682,0,0,0,0,-6.596,-5.933,0.056,-0.57,2.016,0.072,2.152,2.703,2.97,-6.376,-4.338,0,7.594,7.594,4.544,2.154,0,13.527,A,1.84,519130
111631,20141231,2014,INDL,C,D,STD,USD,,1722,-63.7174,171,1012,17.3,17.609,124,2272,2396,0,80,723,3.5,-21.43,-368,0,-5,404,2844,-371,388,0,1815,1815,-1122,93,356,1092,A,8.97,541890
111640,20140630,2014,INDL,C,D,STD,USD,,382.477,14.7588,13.828,1.244,2.702,2.724,19.55,6.235,,1.313,6.937,7.488,0.128,1.05,34.643,0.763,-36.863,,342.274,2.837,3.989,0,16.417,16.417,40.203,,,8.929,A,19.25,522110
111640,20140630,2014,FS,C,D,STD,USD,,382.477,,,,,,19.55,6.235,,1.313,,,0.128,,,,,,342.274,,,0,16.417,,40.203,,0.995,,A,19.25,522110
111662,20140630,2014,INDL,C,D,STD,USD,,270.355,2.3271,113.01,267.611,79.234,79.555,0,0,0,7.926,-56.169,-36.79,3.254,-0.75,-6.849,31.683,44.79,59.299,85.224,-73.382,-30.277,0,425.117,425.117,185.131,101,,461.907,A,3.05,31521
111721,20141231,2014,INDL,C,D,STD,USD,,5247.88,18.2109,256.025,23.974,27.551,30.139,161.12,119.3,,0,110.31,115.359,0.427,1.95,615.283,57.541,-725.726,,4627.121,54.258,59.508,71.9,209.918,209.918,620.759,,,94.559,A,35.52,522110
111721,20141231,2014,FS,C,D,STD,USD,,5247.88,,,,,,161.12,119.3,,0,,,0.427,,,,,,4627.121,,,71.9,209.918,,620.759,,13.095,,A,35.52,522110
111779,20141231,2014,INDL,C,D,STD,USD,,3062.166,6.1664,91.565,4.274,40.213,40.77,162.445,72.166,,6.076,57.528,60.814,0.534,0.7,231.636,14.579,-243.37,,2753.397,29.007,27.271,0.001,147.546,147.546,308.769,,,86.732,A,13.13,522110
111779,20141231,2014,FS,C,D,STD,USD,,3062.166,,,,,,162.445,72.166,,6.076,,,0.534,,,,,,2753.397,,,0.001,147.546,,308.769,,8.429,,A,13.13,522110
111819,20141231,2014,INDL,C,D,STD,USD,,1190.443,15.3999,31.409,0.259,8.116,8.264,97.059,4.495,,0,24.703,27.541,0.312,3.59,-24.136,4.091,0.727,,1063.178,29.142,17.258,0,57.037,57.037,127.265,,,29.496,A,17,522110
111819,20141231,2014,FS,C,D,STD,USD,,1190.443,,,,,,97.059,4.495,,0,,,0.312,,,,,,1063.178,,,0,57.037,,127.265,,4.159,,A,17,522110
111864,20141231,2014,INDL,C,D,STD,USD,,11718.916,12.7014,3774.726,6141.118,612.489,609.398,700.002,937.5,987.5,0,1884.878,2084.542,211.5,2.35,1503.41,0,-3160.694,2592.094,3978.698,1439.267,1473.01,0,10262.681,10262.681,7740.218,4158.203,2.468,8178.139,A,52.66,541512
111873,20150131,2014,INDL,C,D,STD,USD,,1525.999,17.62,211.102,1142.185,41.378,39.893,0.255,435.93,436.185,0,173.426,207.889,4,2.2,253.8,559.297,-200.548,344.429,823.083,91.002,82.491,0,1867.422,1867.422,702.916,567.815,19.151,1659.533,A,87.53,442110
111880,20140930,2014,INDL,C,D,STD,USD,,5185.277,21.6704,1424.465,2202.187,161.366,156.704,210,0.603,0.603,94.418,495.648,658.42,22.546,2.62,-321.628,0,-298.553,1200.747,1789.441,422.122,709.258,0,3563.637,3563.637,3395.836,1223.227,3.483,2905.217,A,45.88,511210
111940,20141231,2014,INDL,C,D,STD,USD,,1482.131,15.0647,16.616,12.575,10.711,10.724,189.775,90.141,,8.893,27.787,29.45,0.235,1.37,-7.225,3.785,-16.751,,1320.577,14.709,20.463,0,62.07,62.07,161.554,,,32.62,A,18.09,522110
111940,20141231,2014,FS,C,D,STD,USD,,1482.131,,,,,,189.775,90.141,,8.893,,,0.235,,,,,,1320.577,,,0,62.07,,161.554,,11.425,,A,18.09,522110
111941,20141231,2014,INDL,C,D,STD,USD,,23733.136,,2201.861,13243.585,1135.072,1132.614,767.183,6581.943,6838.472,160.427,908.054,1746.587,40.061,0.32,-197.05,3338.059,-504.732,2926.174,11214.018,528.13,967.835,,16017.144,16017.144,12122.433,4860.122,575.855,14270.557,A,3.55,331110
111959,20141231,2014,INDL,C,D,STD,CAD,,7.083,-0.1141,1.059,6.149,97.276,101.451,8.294,0,0.4,0,-9.732,-9.425,0.008,-0.12,3.533,0,-1.875,13.785,18.66,-11.609,-2.309,0,1.008,1.008,-11.577,-12.276,0.89,10.433,A,0.1,211111
111965,20141231,2014,INDL,C,D,STD,USD,,15.609,0.77,14.692,7.701,15.827,17.27,0,0,0,0,-1.841,-1.66,0.011,-0.16,10.666,0,-5.919,2.222,2.311,-2.515,-2.028,0,6.041,6.041,13.298,13.014,,7.701,A,2.08,325412
111974,20141231,2014,INDL,C,D,STD,USD,,948.085,19.7835,24.462,253.44,16.684,17.374,1.293,538.383,539.676,0,78.419,95.297,2.726,-1.04,-26.738,0,-39.709,52.923,603.923,-17.372,45.262,0,373.892,373.892,343.719,40.243,45.903,278.595,A,13.2,515112
112000,20141130,2014,INDL,C,D,STD,USD,,,,,,,8.61,,,,,,,,,,,,,,,,,,,,,,,A,16.2,525990
112006,20140731,2014,INDL,C,D,STD,USD,,,,,,,180.036,,,,,,,,,,,,,,,,,,,,,,,A,4.91,525990
112030,20141231,2014,INDL,C,D,STD,USD,,3745.441,2.3241,17.326,911.232,228.963,233.023,0,2485.127,2485.127,0,188.814,304.089,6.132,0.05,-146.745,0,-15.572,155.622,3203.861,11.769,136.796,0,1263.423,1263.423,541.58,215.204,145.533,959.334,A,4.23,515112
112034,20141231,2014,INDL,C,D,STD,USD,,442.436,9.0449,7.927,295.256,12.717,13.061,3.424,265.554,268.978,0,18.801,39.2,1.97,-2.28,-29.651,114.279,-13.111,51.251,324.301,-28.962,49.117,0,387.817,387.817,118.135,143.357,20.021,348.617,A,14.1,336413
112035,20150531,2014,INDL,C,D,STD,USD,,,,,,,62.153,,,,,,,,,,,,,,,,,,,,,,,A,1.87,525990
112111,20141231,2014,INDL,C,D,STD,USD,,2083.682,46.8329,527.012,113.24,30.641,32.318,20,365,385,0,84.077,154.449,2.444,1.46,733.513,0,-605.987,119.29,570.136,44.869,143.909,0,575.936,575.936,1513.546,480.521,10.481,421.487,A,183.63,517110
112112,20141231,2014,INDL,C,D,STD,USD,,997.192,6.2882,58.422,7.267,13.52,13.295,75,10.31,,1.604,14.461,15.781,0.157,0.41,31.814,0.502,-45.921,,893.59,5.727,14.014,19.931,40.602,40.602,103.602,,,24.821,A,5.96,522110
112112,20141231,2014,FS,C,D,STD,USD,,997.192,,,,,,75,10.31,,1.604,,,0.157,,,,,,893.59,,,19.931,40.602,,103.602,,4.092,,A,5.96,522110
112116,20141231,2014,INDL,C,D,STD,USD,,2997.418,-1.6385,707.908,4557.236,441.463,440.921,439.267,1103.611,1524.726,0,470.729,586.899,56.221,0.62,-8.471,6.051,-87.127,1643.316,3711.377,272.273,237.18,0,5144.135,5144.135,-722.43,-315.836,99.228,4557.236,A,3.751,492110
112158,20141231,2014,INDL,C,D,STD,USD,,2583.6,7.9897,565,5167.8,180.4,174.587,0,0,0,0,164.8,233.5,25,0.6,-160.9,719,-59.9,1054.3,1188.7,108.2,241.5,0,5631.3,5631.3,1394.9,1049.9,3.1,5397.8,A,11.74,334413
112167,20141231,2014,INDL,C,D,STD,CAD,,3.625,1.0461,0.981,0.488,3.46,3.406,0,0,0,0,-0.285,-0.285,,0.12,-0.027,0,0.394,0.062,0.062,0.409,-0.66,0,0.203,0.203,3.563,0.977,0,0.488,A,0.5,523999
112168,20141231,2014,INDL,C,D,STD,USD,,20094,21.96,75.2,5628.1,358.1,352.7,10.4,7050.8,7061.2,383.6,1256.4,2241.3,31,1.53,-708.1,35.9,-959.8,1826,12346.2,547.6,1529.8,0,8788.3,8788.3,7745.3,-435,355.1,6547,A,40.25,562111
112191,20141231,2014,INDL,C,D,STD,USD,,4918.434,17.7806,7.143,1416.483,,64.508,550.439,745.616,,100,215.821,338.851,,,81.467,36.656,-250.607,891.702,3771.442,114.979,172.892,0,1755.334,1755.334,1146.992,-435.862,76.351,1416.483,A,,2211
112211,20140630,2014,INDL,C,D,STD,CAD,,0.05,-0.0056,0.018,0,113.28,124.886,0.273,0,0.273,0,-0.895,-0.895,,-0.01,0.682,0,0,0.744,0.744,-1.038,-0.817,0,0,0,-0.694,-0.694,0.043,0.895,A,0.015,212
112254,20141231,2014,INDL,C,D,STD,USD,,668.895,18.5343,23.556,8.845,5.123,5.123,154.206,8.708,,0.512,2.554,4.371,0.176,-1.95,-90.765,7.646,71.493,,573.944,-10.004,6.564,0,30.775,30.775,94.951,,,26.404,A,12.45,522110
112254,20141231,2014,FS,C,D,STD,USD,,668.895,,,,,,154.206,8.708,,0.512,,,0.176,,,,,,573.944,,,0,30.775,,94.951,,1.441,,A,12.45,522110
112295,20141231,2014,INDL,C,D,STD,USD,,812.363,11.1837,22.532,4.448,6.607,6.664,17.383,44.271,,1.484,12.886,14.284,0.185,0.78,31.565,8.267,-35.206,,737.835,5.121,12.007,0,35.862,35.862,74.528,,,21.578,A,11.3105,522110
112295,20141231,2014,FS,C,D,STD,USD,,812.363,,,,,,17.383,44.271,,1.484,,,0.185,,,,,,737.835,,,0,35.862,,74.528,,3.567,,A,11.3105,522110
