gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,artfs,at,bkvlps,che,cogs,cshfd,csho,dlc,dltt,dt,dvc,ebit,ebitda,emp,epsfx,fincf,invt,ivncf,lct,lt,ni,oancf,pstk,revt,sale,seq,wcap,xint,xopr,costat,prcc_f,naics
1932,20141231,2014,INDL,C,D,STD,USD,,40762.953,9.2095,2909.97,12976.474,935,932.024,3861.786,15233.726,18339.979,4224.754,8374.732,9033.682,57.962,5.19,-5400.893,6438.388,-732.166,13660.348,31705.904,4852.547,5788.785,0,22010.156,22010.156,8583.478,565.482,915.986,12976.474,A,107.82,312230
1949,20140930,2014,FS,C,D,STD,USD,0,734.62,,,,,,8.197,511.609,,0,,,,,,0,,,565.981,,,0,67.724,,130.14,,21.98,,A,7.5,525990
1949,20140930,2014,INDL,C,D,STD,USD,,734.62,9.5306,55.571,52.643,14.266,13.655,8.197,511.609,519.806,0,3.104,,,-0.76,190.435,0,-219.324,,565.981,-9.454,-4.835,0,66.414,66.414,130.14,,21.98,63.31,A,7.5,525990
1951,20140831,2014,INDL,C,D,STD,USD,,12.249,0.2686,8.131,2.813,34.967,39.689,0.033,0,0,0,-7.148,-7.022,0.052,-0.2,4.67,2.329,-0.074,1.587,1.587,-7.143,-5.916,0,5.328,5.328,10.662,9.394,0,12.35,A,0.6462,334510
1968,20141231,2014,INDL,C,D,STD,USD,,341.158,14.8213,6.656,217.962,14.378,14.461,75.927,0,0,10.631,50.647,66.311,1.431,2.06,-2.743,71.774,-33.161,107.075,126.827,29.678,35.735,0,364.768,364.768,214.331,34.03,1.135,298.457,A,59.35,334514
1976,20141231,2014,INDL,C,D,STD,USD,,28827,42.9147,1740,17846,439,434,220,3913,4133,279,3011,4824,62,3.92,-939,4074,-1659,4637,10097,1719,2953,0,24551,24551,18625,7408,232,19727,A,56.07,213111
1979,20141231,2014,INDL,C,D,STD,USD,,861.271,12.705,50.287,362.409,31.172,30.846,35,297.5,332.5,9.251,87.63,117.697,0.845,1.69,261.67,49.623,-504.424,95.522,469.373,52.826,85.35,0,541.383,541.383,391.898,85.78,5.145,423.686,A,66.64,325412
1982,20141231,2014,FS,C,D,STD,USD,99.835,1144.247,,,,,,20,0,,14.947,,,0.425,,,,,,744.751,,,0,294.523,,399.496,,,,A,25.78,524126
1982,20141231,2014,INDL,C,D,STD,USD,,1144.247,26.6704,198.005,242.843,14.976,14.979,20,0,0,14.947,37.29,42.091,0.425,1.98,-4.947,0,-18.867,,744.751,29.717,30.16,0,284.934,284.934,399.496,,,242.843,A,25.78,524126
1988,20141231,2014,INDL,C,D,STD,USD,,7571,7.5427,191.4,6903.5,142.43,136.966,175.1,2993.8,3048.8,70.8,919.1,1200,14.5,3.3,-845.3,1016.7,-391.4,2006.8,6331.4,470,1012.5,0,8570,8570,1033.1,306.7,159.9,7370,A,68.17,332431
2002,20141231,2014,FS,C,D,STD,USD,,33096.695,,,,,,1504.736,1499.949,,0,,,7.752,,,,,,28829.313,,,50.16,2020.058,,4267.382,,688.471,,A,34.05,522110
2002,20141231,2014,INDL,C,D,STD,USD,,33096.695,40.7552,2203.481,958.605,102.849,103.477,1504.736,1499.949,,0,450.579,507.15,7.752,-1.88,-940.57,371.87,25.452,,28829.313,-313.49,873.002,50.16,2020.058,2020.058,4267.382,,,1512.908,A,34.05,522110
2005,20141231,2014,FS,C,D,STD,USD,,14787.208,,,,,,72.784,798.188,,79.66,,,2.161,,,,,,13732.122,,,0,597.65,,1055.086,,37.977,,A,59.31,522110
2005,20141231,2014,INDL,C,D,STD,USD,,14787.208,24.1306,535.576,33.113,44.125,43.724,72.784,798.188,,79.66,313.292,325.734,2.161,3.69,502.421,7.447,-640.071,,13732.122,163.042,209.48,0,597.65,597.65,1055.086,,,271.916,A,59.31,522110
2019,20141231,2014,FS,C,D,STD,USD,,385303,,,,,,15905,16614,,763,,,50.3,,,,,,346600,,,1562,14640,,37441,,354,,A,40.57,522110
2019,20141231,2014,INDL,C,D,STD,USD,,385303,32.0856,143449,306,1137.48,1118.228,15905,16614,,763,6835,8127,50.3,2.15,7829,3,-11675,,346600,2567,4484,1562,15210,15210,37441,,,7083,A,40.57,522110
2044,20141231,2014,INDL,C,D,STD,USD,,5092.6,24.0997,1007.6,1082.4,77.1,74.893,78,1401.9,1401.9,66.4,813.7,987.8,13.9,3.76,-584.4,376.2,-163.3,614.6,3287.7,294.5,660,0,3323.6,3323.6,1804.9,1432.5,44.8,2335.8,A,166.62,339112
2049,20141231,2014,INDL,C,D,STD,USD,,2073.885,20.3995,46.039,740.724,55.723,54.501,8.89,495.844,496.706,24.464,194.498,273.498,4.515,2.16,-83.543,212.044,-124.249,265.09,962.092,118.37,186.898,0,1262.006,1262.006,1111.793,323.306,11.751,988.508,A,37.01,332613
2052,20140930,2014,INDL,C,D,STD,USD,,54.77,2.3194,17.243,13.316,8.278,8.277,4.449,6.65,11.099,0,-0.34,6.675,0.038,0.08,-6.031,,9.078,14.523,34.825,0.672,5.569,0,28.017,28.017,19.198,11.997,0.664,21.342,A,2.6158,211111
2055,20141231,2014,INDL,C,D,STD,USD,,33879,8.7982,2699,7838,1165,1164.67,333,12748,13081,232,-92,1631,17.26,-2.5,-60,2722,-1950,2560,21017,-2907,2296,0,10248,10248,10247,3590,769,8617,A,10.75,212221
2080,20141130,2014,INDL,C,D,STD,USD,,240.746,14.9463,49.798,157.775,10.693,10.493,0.316,1.902,2.218,5.085,14.731,22.487,1.568,0.87,-10.866,57.272,-5.155,66.773,83.914,9.299,29.961,0,340.738,340.738,156.832,68.589,0.188,318.251,A,19.6,337122
2086,20141231,2014,INDL,C,D,STD,USD,,25917,14.9711,2925,7462,547,542.378,1699,7606,8392,1116,3099,4093,66,3.56,-1402,3559,-1542,6042,17761,2497,3215,0,16671,16671,8120,4309,237,12578,A,73.29,325414
2101,20140630,2014,INDL,C,D,STD,USD,,1334.169,19.2553,71.189,1772.952,42.331,41.563,2.72,167.992,170.712,40.41,165.806,193.806,5.472,2.67,92.142,335.747,-203.637,290.955,533.861,112.821,110.11,0,2459.878,2459.878,800.308,545.193,0.9,2266.072,A,50.73,423840
2109,20141231,2014,INDL,C,D,STD,USD,,9.646,0.0104,0.113,1.604,115,115,5.653,1.09,6.743,0,-2.568,-0.007,,-0.02,-4.49,0,4.203,7.365,8.455,-2.396,0.101,0,2.469,2.469,1.191,-4.635,0.283,2.476,A,0.0042,212221
2111,20140930,2014,INDL,C,D,STD,USD,,12447,26.3325,2745,3646,197.709,191.892,203,3767,3767,421,1654,2148,30.619,5.99,-807,1495,-948,2235,7394,1185,1746,0,8446,8446,5053,3896,167,6298,A,113.81,339112
2124,20141231,2014,INDL,C,D,STD,USD,,636.025,18.9471,77.138,373.406,11.666,11.862,13.438,219.187,232.625,3.187,30.353,50.099,8.21,0.78,211.548,113.63,-217.67,121.802,411.274,9.095,22.457,0,487.076,487.076,224.751,188.854,3.978,436.977,A,27.34,334416
2136,20141231,2014,INDL,C,D,STD,USD,,232708,2.9598,11153,49931,3981,4154.964,2735,110536,112933,8960,18892,35425,177.3,2.42,-57705,1153,-15856,28064,219032,9625,30631,0,127079,127079,12298,1559,4891,91654,A,46.78,517210
2137,20141231,2014,INDL,C,D,STD,CAD,,46297,13.0163,566,10847,794.6,840.33,3743,16355,17723,1960,4750,8202,57.234,2.97,-2440,333,-3570,9089,31058,2500,6241,4004,21042,21042,14946,-4541,962,12840,A,53.28,517110
2154,20141231,2014,INDL,C,D,STD,USD,,3615.1,14.5927,47.1,3303.8,101.2,98.2,31.3,1315.9,1315.9,109.4,398.4,579,16.944,2.36,-370.8,575.8,40.5,481.4,2182.1,191.1,248.1,0,4343.5,4343.5,1433,806.4,61,3764.5,A,45.21,322220
2176,20141231,2014,INDL,C,D,STD,USD,,526186,97.4572,70854,155945,2465.184,2464.364,7444,72765,79370,0,31391,38761,315.999,8.06,2731,10236,-19369,,283159,19872,32010,0,194706,194706,240170,,3253,155945,A,150.15,999977
2176,20141231,2014,FS,C,D,STD,USD,18736,526186,,,,,,7444,72765,,0,,,315.999,,,10236,,,283159,,,0,194673,,240170,,3253,,A,150.15,999977
2184,20150131,2014,INDL,C,D,STD,USD,,15256,14.2118,4072,30636,353.6,351.468,41,1580,1621,251,1455,2111,125,3.53,-223,5174,-1712,7777,10256,1233,1935,0,40339,40339,4995,3952,90,38228,A,35.2,443142
2220,20141231,2014,INDL,C,D,STD,USD,,3341.278,75.1687,697.635,836.76,29.133,29.07,0.265,435.71,435.975,0,216.056,365.923,7.6,3.05,11.689,470.997,-190.511,446.761,1156.123,88.845,273.312,0,2175.044,2175.044,2185.155,1269.606,21.531,1809.121,A,120.56,334516
2240,20140731,2014,INDL,C,D,STD,USD,,0.526,-0.0741,0.021,0.006,78.942,78.942,1.2,0,0,0,-0.313,-0.313,0,-0.01,0,0.455,0.004,2.113,2.113,-0.443,-0.279,0.065,0.013,0.013,-1.587,-1.588,0.132,0.326,A,0.16,334510
2259,20141231,2014,INDL,C,D,STD,USD,,4245.902,30.3072,23.274,984.957,44.598,44.672,350,1267.589,,69.636,263.868,408.613,2.021,2.93,91.067,91.191,-401.147,651.281,2892.018,130.889,323.457,0,1393.57,1393.57,1353.884,-197.245,73.017,984.957,A,53.04,2211
2269,20150430,2014,INDL,C,D,STD,USD,,4515.42,6.6586,2538.787,1522.565,277.136,275.275,0.79,505.298,506.088,219.96,790.73,950.534,98.6,1.75,-645.807,0,-148.932,1878.289,2682.471,473.663,626.608,0,3078.658,3078.658,1832.949,1073.012,45.246,2128.124,A,30.24,541213
2270,20141231,2014,INDL,C,D,STD,USD,,16059.9,35.0694,1422.1,2076.9,231.6,234.25,34.8,5885.6,5920.4,704.3,1817.8,2355.7,8.5,-11.7,442.7,240.3,-1997.6,1104.6,7837,-3902.6,2054.1,0,4564.5,4564.5,8215,1830.2,239.6,2208.8,A,29.95,213111
2271,20141231,2014,INDL,C,D,STD,USD,,793.67,3.1746,27.254,625.169,50.272,49.63,15.131,369.072,384.203,0,88.062,132.596,4.4,0.73,-53.132,163.572,-39.655,145.059,636.113,36.564,81.959,0,944.819,944.819,157.557,217.752,17.639,812.223,A,17.57,332216
2277,20141031,2014,INDL,C,D,STD,USD,,42.847,11.9419,1.499,3.913,2.447,2.445,0.261,7.173,7.434,0,1.035,1.881,,0.15,-3.386,0.005,-1.507,,13.649,0.445,2.877,0,7.956,7.956,29.198,,0.522,6.075,A,7.7,531
2282,20150430,2014,INDL,C,D,STD,USD,,1032.587,16.2341,6.358,1078.643,23.649,23.407,0.409,450.676,451.085,29.426,46.705,126.779,32.341,0.7,-39.957,24.62,-64.616,153.092,652.596,16.553,103.105,0,1349.19,1349.19,379.991,-28.897,11.55,1222.411,A,43.02,722511
2285,20141231,2014,INDL,C,D,STD,USD,,99198,12.2607,13092,74283,736.7,706.728,929,8141,9070,2210,8024,9665,165.5,7.38,-8593,46756,2467,56717,90408,5446,8858,0,90762,90762,8665,11068,504,81097,A,129.98,336411
2295,20140630,2014,INDL,C,D,STD,USD,,83.663,8.3443,24.245,31.477,8.677,8.676,0,0,0,7.46,15.286,16.935,0.201,0.94,-6.968,20.812,-0.956,9.097,11.268,8.149,9.353,0,67.515,67.515,72.395,45.386,0,50.58,I,18.35,333132
2312,20141231,2014,INDL,C,D,STD,USD,,1647.267,7.251,287.119,2722.974,135.541,135.134,0.14,1.159,1.299,98.438,496.625,546.306,225,2.26,-230.055,0,-88.641,623.362,667.409,305.928,340.698,0,4695.014,4695.014,979.858,699.921,,4148.708,A,58.38,561320
2316,20141231,2014,INDL,C,D,STD,USD,,2672,-28.4773,179,4390,,82.557,99,3735,3834,0,243,387,5.2,,69,398,-233,821,5024,-148,-50,0,5137,5137,-2351,420,308,4750,A,,325199
2337,20141231,2014,INDL,C,D,STD,USD,,4921,22.2152,337,3741,94.6,94.8,1,596,597,0,119,362,7.7,-2.93,-7,542,-161,519,2804,-277,186,0,4258,4258,2106,1015,47,3896,A,17.61,322121
2338,20141231,2014,INDL,C,D,STD,USD,,7145.629,15.6155,448.646,5115.815,148.84,140.961,454.878,1750.967,2205.845,207.187,632.467,853.675,8,2.8,-853.674,785.131,387.892,1819.51,4942.9,556.135,596.637,1.558,5969.49,5969.49,2202.729,239.902,113.719,5115.815,A,35.38,332431
2342,20140630,2014,INDL,C,D,STD,USD,,34.364,5.615,2.295,19.296,5.161,5.161,0,0,0,3.432,1.199,2.522,0.5,0.27,-3.406,0.52,-1.243,2.983,5.385,1.37,2.053,0,22.78,22.78,28.979,0.756,0,20.258,A,15.5,713950
2352,20140731,2014,INDL,C,D,STD,USD,,1253.665,14.3059,81.834,570.872,51.866,51.243,103.936,159.296,201.81,40.487,122.352,166.95,7.2,-0.93,-115.387,113.275,10.207,291.945,520.589,-45.968,93.42,0,1225.034,1225.034,733.076,171.897,14.3,1058.084,A,26.15,339950
2369,20141231,2014,INDL,C,D,STD,USD,,129480,32.5669,5805,13241,633.6,618.818,4782,51527,56309,388,3843,5313,30,4.67,6633,5620,-9596,,76233,3110,2574,3549,18554,18554,23702,,2579,13241,A,50.13,531120
2369,20141231,2014,FS,C,D,STD,CAD,3608,150210,,,,,,5548,55669,,450,,,30,,,6520,,,88438,,,4117,27368,,27497,,2992,,A,58.22,531120
2390,20141031,2014,INDL,C,D,STD,USD,,58.176,2.7708,0.192,93.039,9.124,9.113,0.241,1.104,1.345,0,-3.634,-0.807,0.487,-0.48,-0.398,21.292,-3.714,14.405,32.926,-4.344,-4.021,0,133.401,133.401,25.25,17.86,,134.208,A,8.25,311612
2393,20140630,2014,INDL,C,D,STD,USD,,1449.706,14.5178,194.668,1457.046,46.436,46.318,0,225,225,22.798,61.257,110.647,5.695,0.59,-61.591,376.103,-59.743,303.187,777.272,28.347,127.079,0,1859.06,1859.06,672.434,567.148,18.466,1748.413,A,20.46,333618
2403,20141231,2014,INDL,C,D,STD,USD,,33749,8.9416,7435,2952,1670,1661,590,7242,7242,2415,3190,4019,25,1.2,-2437,1560,1216,8461,18766,2004,3148,0,15879,15879,14852,6147,203,11860,A,59.03,325412
2406,20141231,2014,INDL,C,D,STD,CAD,,668.7,-6.5804,10.9,1028.2,14.5,14.528,3,326.1,329.1,0,6.6,51.2,2.7,-4.99,-3.3,155.5,-19.2,140.3,764.3,-72.3,21.3,0,1109.3,1109.3,-95.6,143.1,35.6,1058.1,A,3.04,322121
2408,20141231,2014,INDL,C,D,STD,CAD,,23217,12.2393,60,7714,618,609.024,355,9055,9310,935,2371,4213,43.67,2.31,-15,320,-3668,3499,15763,1425,3407,0,11927,11927,7454,-1313,438,7714,A,41.89,517110
2410,20141231,2014,INDL,C,D,STD,USD,,284305,36.7321,30092,311459,3082.882,3033.314,6877,45977,52367,5850,10083,25467,84.5,1.23,-5266,18373,-19574,63615,171663,3780,32754,21,353568,353568,111441,23647,987,328101,A,38.12,324110
2411,20150331,2014,INDL,C,D,STD,USD,,40378.635,1.4332,5876.145,17629.92,819.1,837.222,2821.5,11683.98,14465.385,1373.625,5109.885,8878.815,88.5,3.88,-1526.58,139.59,-6035.04,11446.38,39178.755,3170.475,7122.06,0,26508.735,26508.735,1199.88,-351.945,788.535,17629.92,A,65.17,517110
2435,20150430,2014,INDL,C,D,STD,USD,,4193,9.1279,370,900,213.083,208.7,440,748,998,256,1049,1100,4.4,3.21,-531,953,-125,958,2288,684,608,0,3134,3134,1905,1296,27,2034,A,90.23,312140
2436,20150131,2014,INDL,C,D,STD,USD,,1216.812,12.3631,67.403,1479.994,42.274,43.752,0,199.197,199.197,12.237,129.418,181.033,11,1.89,-20.483,543.103,-111.983,397.083,675.19,82.85,118.812,0,2571.709,2571.709,540.91,393.813,20.445,2390.676,A,28.39,316210
2444,20141231,2014,INDL,C,D,STD,USD,,3134.4,12.6384,651.5,2720.7,95.1,92.694,5.5,450.2,455.7,41.7,360.6,441.8,12.165,2.05,-60.7,652.3,20.3,900.1,1962.9,245.7,236.6,0,3838.7,3838.7,1171.5,1067.7,29.8,3396.9,A,51.26,333618
2448,20141231,2014,INDL,C,D,STD,USD,,762.069,22.4917,13.15,883.211,20.81,20.369,1.717,31.508,33.225,6.962,55.652,98.373,2.671,2,-40.881,232.409,-27.471,104.066,303.936,41.721,60.281,0,1126.89,1126.89,458.133,282.628,3.012,1028.517,A,35.23,331410
2485,20150531,2014,INDL,C,D,STD,USD,,26.488,0.4059,26.373,0.345,55.2,55.2,0.38,0,0,0,6.113,6.125,0.032,0.08,0.125,0,-0.004,3.29,3.29,4.382,5.458,0,6.996,6.996,22.405,23.182,,0.871,A,3.92,541620
2490,20141231,2014,INDL,C,D,STD,USD,,78203,,2384,14103,,,366,18914,19280,3500,7013,9136,48,,-1173,795,-5249,3801,43469,3869,6581,0,23239,23239,34734,1351,863,14103,A,,482111
2497,20141231,2014,INDL,C,D,STD,USD,,3563.98,13.4963,24.059,3977.963,86.196,84.739,73.631,1061.159,1134.79,0,249.083,403.535,15.55,1.42,118.675,112.804,-439.262,980.848,2415.905,115.923,323.011,0,4611.803,4611.803,1143.661,550.903,50.869,4208.268,A,22.61,237130
2504,20141231,2014,INDL,C,D,STD,USD,,2348.7,-29.3763,494.3,2468.1,49.584,49.7,1.8,222.2,224,0,154.9,265.4,23.2,0.89,-36.9,46.7,-195.3,997.7,3801.1,46.7,121.4,0,3356.4,3356.4,-1460,319.6,13.2,3091,A,29.48,541512
2519,20150430,2014,INDL,C,D,STD,USD,,41.598,0.346,6.195,31.47,62.26,62.26,3.922,6.87,9.282,0,1.319,4.204,0.332,0,-1.693,7.037,-2.359,9.326,16.196,0.027,3.986,0,47.062,47.062,21.544,6.492,1.141,42.858,A,0.19,541611
2526,20150331,2014,INDL,C,D,STD,CAD,,4656.9,6.0423,330.2,1500.4,266.006,266.903,55.5,1224.3,1279.8,25.3,270.1,429,8,0.76,-73,547.1,-187.7,1039.1,2993,201.8,277.5,0,2246.3,2246.3,1612.7,523.4,78.8,1817.3,A,14.78,333318
2536,20150331,2014,INDL,C,D,STD,USD,,1322.424,9.0351,172.01,697.169,77.106,77.836,32.885,254.539,287.424,0,64.817,170.817,4.32,-0.12,-28.605,0,-352.336,248.015,619.167,-11.031,104.984,0,1020.059,1020.059,703.257,166.039,10.05,849.242,A,18.49,518210
2538,20141231,2014,INDL,C,D,STD,USD,,372.22,13.9468,37.024,905.698,19.79,19.621,1.25,0,0,10.176,24.384,35.101,9.4,0.16,-13.771,0,-8.699,82.843,97.867,3.082,14.788,0,1122.972,1122.972,273.65,186.252,,1087.871,A,17.71,5613
2547,20141231,2014,INDL,C,D,STD,USD,,55896,41.5542,2749,30757,268.603,259.276,147,5005,5052,11,3569,4157,37.2,7.83,-1582,0,-1755,,45017,2102,1994,0,34914,34914,10774,,265,30757,A,102.91,524114
2547,20141231,2014,FS,C,D,STD,USD,2757,55896,,,,,,147,5005,,11,,,37.2,,,,,,45017,,,0,34954,,10774,,265,,A,102.91,524114
2556,20150331,2014,INDL,C,D,STD,USD,,309.473,28.9228,106.274,203.464,9.41,9.344,0,0,0,5.878,27.751,35.629,1.45,1.8,-5.969,65.491,-58.793,35.005,39.218,16.954,32.991,0,313.044,313.044,270.255,194.422,0.281,277.415,A,30.15,322220
2558,20141231,2014,FS,C,D,STD,USD,1936,55566,,,,,,0,2559,,541,,,6.9,,,,,,42772,,,0,9750,,12794,,183,,A,38.71,524126
2558,20141231,2014,INDL,C,D,STD,USD,,55566,47.3887,4426,8305,270.6,269.98,0,2559,2559,541,1041,1124,6.9,3.28,-519,0,-918,,42772,691,1440,0,9429,9429,12794,,183,8305,A,38.71,524126
2573,20140930,2014,INDL,C,D,STD,USD,,46.307,5.882,16.448,63.164,3.499,3.619,0,0,0,1.545,2.421,3.055,0.176,0.37,-1.384,6.446,-1.254,14.511,25.02,1.334,1.123,0,84.619,84.619,21.287,24.935,0.085,81.564,A,7.97,541512
2574,20141231,2014,INDL,C,D,STD,USD,,33053,11.2466,961,7866,1002,991.591,228,9514,9742,629,3652,4803,32,1.92,-1083,273,-2183,2107,21877,1927,3343,0,12669,12669,11152,465,545,7866,A,36.23,482111
2577,20141231,2014,INDL,C,D,STD,USD,,456.926,8.6784,134.508,255.152,34.13,33.392,0,75,75,5.374,50.199,67.17,2.948,0.78,-15.007,27.887,-7.998,79.982,167.137,26.522,32.423,0,404.021,404.021,289.789,160.419,2.326,336.851,A,17.83,33441
2578,20141231,2014,INDL,C,D,STD,USD,,73.82,-2.4634,0.032,98.309,44.276,44.276,3.072,151.38,154.452,0,-11.644,-7.344,0.538,-0.28,-5.581,3.345,-0.665,30.209,182.306,-12.288,6.184,0,127.562,127.562,-109.07,4.229,5.37,134.906,A,,541512
2581,20141231,2014,INDL,C,D,STD,USD,,45.556,4.7499,11.967,15.666,6.13,6.162,0.72,3.845,4.565,0,1.161,1.959,0.19,-0.4,-0.618,7.341,-0.208,12.442,16.287,-2.474,1.545,0,27.99,27.99,29.269,16.411,0.109,26.031,A,14.39,333249
2593,20140930,2014,INDL,C,D,STD,USD,,4084,30.1637,67,2695,65.1,64.382,68,1004,1028,54,389,590,4.737,3.01,-302,498,-16,630,1993,199,315,27,3647,3647,1969,734,58,3057,A,50.77,325180
2596,20140630,2014,INDL,C,D,STD,USD,,3359.138,57.7397,64.461,2426.52,25.155,23.5,41.563,1238.728,1280.291,0,273.219,338.4,15.3,5.38,651.502,,-851.655,422.587,1999.972,135.316,198.643,0,3564.562,3564.562,1356.883,313.262,17.417,3226.162,A,70.21,541512
2615,20150228,2014,INDL,C,D,STD,USD,,202.617,4.179,44.361,160.406,36.53,36.225,0.688,0,0.688,0,24.94,34.326,0.41,0.45,-5.043,18.666,-8.651,47.005,51.232,16.508,28.645,0,250.606,250.606,151.385,80.416,0.072,216.28,A,19.15,334220
2620,20141231,2014,FS,C,D,STD,USD,,113678,,,,,,2704,6972,,0,,,12.55,,,,,,98463,,,0,4393,,14985,,408,,A,,522110
2620,20141231,2014,INDL,C,D,STD,USD,,113678,109.9163,5751,414,,136.331,2704,6972,,0,1898,1898,12.55,,6446,36,-8520,,98463,825,1622,0,4393,4393,14985,,,2495,A,,522110
2628,20141231,2014,INDL,C,D,STD,USD,,2187.351,13.1077,19.587,427.708,47.829,47.806,85.722,419.233,425.84,31.063,108.574,169.791,1.105,1.19,-1.283,6.041,-134.769,217.706,1560.725,56.738,128.133,0,597.499,597.499,626.626,-63.582,28.483,427.708,A,24.61,221310
2663,20140731,2014,INDL,C,D,STD,USD,,8113,5.1597,232,5042,316,313,1771,2244,2545,392,1292,1597,19.4,2.33,-925,1016,-134,2989,6510,818,899,0,8268,8268,1615,-889,124,6671,A,41.59,311422
2675,20141231,2014,INDL,C,D,STD,CAD,,2876.49,15.702,496.328,2827.589,141.2,142.943,0.472,10.017,10.489,22.656,-70.87,40.505,12,-1.51,-973.672,270.401,1329.956,387.161,631.994,709.931,-362.218,0,3157.241,3157.241,2244.496,677.18,37.77,3116.736,A,19.47,3116
2696,20141231,2014,INDL,C,D,STD,CAD,,31792,16.642,515,6460,823.5,809.4,544,7865,8409,818,4624,5674,25.53,3.85,-2370,335,-2176,2201,18322,3167,4381,0,12134,12134,13470,-135,371,6460,A,80.02,482111
2698,20141231,2014,INDL,C,D,STD,CAD,,16640,33.7706,226,3733,174.4,166.121,134,5659,5793,241,2335,2887,14.698,8.46,-1630,177,-750,1411,11030,1476,2123,0,6620,6620,5610,-134,301,3733,A,223.75,482111
2703,20141231,2014,INDL,C,D,STD,CAD,,14553.2,62.6953,951.2,8409.9,79.613,77.446,1406,2131.6,2719.1,266.3,993.1,1365.4,28.272,7.59,88.6,1623.8,-589.5,4578.8,8922.4,604,574.8,0,12462.9,12462.9,4855.5,3931.4,124,11097.5,A,122.74,441320
2710,20150228,2014,INDL,C,D,STD,USD,,15144.5,29.6632,110.1,3211.9,201.224,194.541,210.5,7137.5,7295.6,0,1566.2,1768.2,7.2,4.17,-16.4,1827.2,-1015.9,1130.7,9263.2,839.3,1081,0,6028,6028,5770.7,1780.1,339.1,4259.8,A,114.72,312130
2721,20141231,2014,INDL,C,D,STD,USD,,37218.339,22.7592,7646.583,13369.211,1112.514,1091.832,8.494,9.579,18.048,1216.437,2954.685,5153.1,191.889,1.91,-2510.521,4406.9,-2246.959,7687.768,11012.599,2125.966,4872.149,0,31099.307,31099.307,24849.261,12269.954,4.172,25946.207,A,31.66,334118
2735,20141231,2014,INDL,C,D,STD,USD,,23.369,0.4671,2.927,2.73,6.6,6.6,0.288,14.351,14.639,0,3.097,3.956,0.01,0.22,-2.586,0,-0.122,,20.286,1.43,2.33,0,7.759,7.759,3.083,,0.753,3.803,A,11.75,531190
2751,20140630,2014,INDL,C,D,STD,USD,,26033,18.9941,2958,85657,345,337,801,3171,3972,430,1946,2399,34,3.37,-710,8266,-850,15115,19632,1166,2524,0,91084,91084,6401,2824,133,88685,A,68.56,424210
2771,20141231,2014,INDL,C,D,STD,USD,,3758.7,34.0851,730.8,2278.1,65.304,64.691,0,749.8,749.8,61.2,411,515,11,3.83,-20.2,339.1,-297.8,392.2,1553.7,251.3,295.9,0,3204,3204,2205,1219.3,35.9,2689,A,90.24,324122
2777,20141231,2014,INDL,C,D,STD,CAD,,3.207,0.0706,0.367,1.48,41.202,45.049,0,0,0,0,-2.055,-2.044,,-0.23,0.08,0,0.408,0.027,0.027,-9.398,-0.502,0,0,0,3.18,0.347,,2.044,A,0.01,212221
2783,20141231,2014,INDL,C,D,STD,USD,,42028,,42,7031,,,2342,13247,,0,2007,3135,,,184,1590,-2166,4817,30852,869,1966,0,10166,10166,11208,-260,686,7031,A,,2211
2787,20140630,2014,INDL,C,D,STD,USD,,3057.5,28.3098,120,1654.2,53.6,53.137,0,604.3,604.3,38.5,220,331.9,4.9,2.47,-29.1,699.2,-348.6,430.6,1553.2,132.8,239.6,0,2173,2173,1504.3,763.9,32.1,1841.1,A,63.25,331110
2807,20150430,2014,INDL,C,D,STD,USD,,2469.965,22.5076,48.541,5612.431,39.104,38.886,15.398,838.245,853.643,31.059,323.25,479.361,31.766,4.62,-15.639,197.331,-399.143,364.889,1594.736,180.628,341.682,0,7052.216,7052.216,875.229,-59.629,42.592,6572.855,A,82.18,447110
2811,20141231,2014,INDL,C,D,STD,USD,,587.976,6.3806,8.454,746.443,23.359,23.559,0.737,309.377,310.114,0,-45.674,-19.63,1.667,-5.77,58.2,236.932,-4.887,97.517,437.656,-134.701,-75.077,0,979.837,979.837,150.32,291.901,40.629,999.467,A,7.98,423510
2817,20141231,2014,INDL,C,D,STD,USD,,84681,27.6261,7476,36607,628.9,606.167,11501,27784,34577,1662,7585,10745,114.233,5.88,-2996,12205,-3627,27877,67855,3695,8057,0,55184,55184,16746,10990,1108,44439,A,91.53,333120
2818,20150131,2014,INDL,C,D,STD,USD,,608.278,13.6179,260.61,600.569,27.604,27.919,0,0,0,33.886,88.085,110.111,10,2.15,-75.251,137.549,-27.689,193.901,228.08,60.502,117.459,0,986.914,986.914,380.198,260.55,0.057,876.803,A,42.4,448120
2820,20150331,2014,INDL,C,D,STD,USD,,502.582,36.1388,113.7,436.766,9.016,8.859,6.59,60.37,66.96,0,38.477,42.234,3.7,2.64,0.049,75.334,-2.099,101.471,182.428,23.817,25.698,0,566.659,566.659,320.154,163.993,4.587,524.425,A,75.06,321992
2829,20141031,2014,INDL,C,D,STD,USD,,29.029,3.1318,14.718,12.07,8.742,8.256,0,0,0,2.302,2.266,2.858,0.143,0.15,-1.509,5.259,-0.148,2.362,3.173,1.439,4.494,0,23.115,23.115,25.856,21.077,0,20.257,A,4.53,334417
